filename,class,xmin,ymin,xmax,ymax,width,height,split,path
2669665640_jpg.rf.024315967924312ac1d977f2ab8d9f05.jpg,cocacola,106,141,533,445,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2669665640_jpg.rf.024315967924312ac1d977f2ab8d9f05.jpg
2670889836_jpg.rf.f2f3ef27ed14d751358b592e0594bcd0.jpg,nvidia,564,532,622,602,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2670889836_jpg.rf.f2f3ef27ed14d751358b592e0594bcd0.jpg
2673441261_jpg.rf.a4d438d25429ebd4196b0f553d6a824a.jpg,rittersport,224,117,419,360,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2673441261_jpg.rf.a4d438d25429ebd4196b0f553d6a824a.jpg
2674236246_jpg.rf.44694facf43da5e9755613127e5b5938.jpg,becks,108,130,278,537,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2674236246_jpg.rf.44694facf43da5e9755613127e5b5938.jpg
2678641077_jpg.rf.3f6cf58788c6d00f987470c6d80b6f78.jpg,google,119,178,392,339,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2678641077_jpg.rf.3f6cf58788c6d00f987470c6d80b6f78.jpg
2679644025_jpg.rf.c935ccd72e6d24e09abb2f14926e1203.jpg,guiness,32,121,208,273,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2679644025_jpg.rf.c935ccd72e6d24e09abb2f14926e1203.jpg
2679644025_jpg.rf.c935ccd72e6d24e09abb2f14926e1203.jpg,guiness,244,119,420,270,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2679644025_jpg.rf.c935ccd72e6d24e09abb2f14926e1203.jpg
2683145760_jpg.rf.366447c4e4ebdf8c33467f92421fc934.jpg,carlsberg,121,151,525,578,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2683145760_jpg.rf.366447c4e4ebdf8c33467f92421fc934.jpg
2683181946_jpg.rf.7bfc59f587f9e75470c1e11777149cd4.jpg,rittersport,2,259,106,362,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2683181946_jpg.rf.7bfc59f587f9e75470c1e11777149cd4.jpg
2683181946_jpg.rf.7bfc59f587f9e75470c1e11777149cd4.jpg,rittersport,245,225,348,360,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2683181946_jpg.rf.7bfc59f587f9e75470c1e11777149cd4.jpg
2683181946_jpg.rf.7bfc59f587f9e75470c1e11777149cd4.jpg,rittersport,503,225,608,357,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2683181946_jpg.rf.7bfc59f587f9e75470c1e11777149cd4.jpg
2684065069_jpg.rf.a034d17af36231171687f03f5125dba1.jpg,apple,218,119,429,465,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2684065069_jpg.rf.a034d17af36231171687f03f5125dba1.jpg
2689756633_jpg.rf.5ad422aff7b255420abc6e07a63fe2d0.jpg,aldi,129,280,325,614,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2689756633_jpg.rf.5ad422aff7b255420abc6e07a63fe2d0.jpg
2689756633_jpg.rf.5ad422aff7b255420abc6e07a63fe2d0.jpg,aldi,52,404,125,565,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2689756633_jpg.rf.5ad422aff7b255420abc6e07a63fe2d0.jpg
2692417404_jpg.rf.d182e30391a5ba56181f312e5ad93467.jpg,bmw,121,77,499,562,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2692417404_jpg.rf.d182e30391a5ba56181f312e5ad93467.jpg
2697673635_jpg.rf.3f4e4b3354c60a9400993a42b7253fec.jpg,stellaartois,91,314,310,520,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2697673635_jpg.rf.3f4e4b3354c60a9400993a42b7253fec.jpg
2701354494_jpg.rf.44c8261d65f73c906b76ec4723c77bd9.jpg,cocacola,155,206,383,337,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2701354494_jpg.rf.44c8261d65f73c906b76ec4723c77bd9.jpg
2704010502_jpg.rf.5d934ee259a6f1a3151850a81a4e3910.jpg,erdinger,340,141,471,252,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2704010502_jpg.rf.5d934ee259a6f1a3151850a81a4e3910.jpg
2706736708_jpg.rf.db11f7158e8aa6a7c83d8dd06049e490.jpg,shell,267,96,405,190,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2706736708_jpg.rf.db11f7158e8aa6a7c83d8dd06049e490.jpg
2708948170_jpg.rf.d3936f4bfbc617439a0c700d962bc225.jpg,aldi,264,143,333,254,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2708948170_jpg.rf.d3936f4bfbc617439a0c700d962bc225.jpg
2710658512_jpg.rf.6ea0398defbdf2ab9c32727d776eec00.jpg,bmw,98,118,541,548,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2710658512_jpg.rf.6ea0398defbdf2ab9c32727d776eec00.jpg
2710919756_jpg.rf.13167b9cd0c47a5c6cf551312dfe35b6.jpg,stellaartois,224,196,438,304,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2710919756_jpg.rf.13167b9cd0c47a5c6cf551312dfe35b6.jpg
2715418730_jpg.rf.ccf6e5339c18db8d6683bd1d61b5674a.jpg,esso,170,103,437,200,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2715418730_jpg.rf.ccf6e5339c18db8d6683bd1d61b5674a.jpg
2721528232_jpg.rf.87ce3f5cba6e282dbc2fb2cee449f544.jpg,aldi,15,424,137,613,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2721528232_jpg.rf.87ce3f5cba6e282dbc2fb2cee449f544.jpg
2721622414_jpg.rf.b6ea7115dc9dad328fa604328af02548.jpg,dhl,118,217,368,280,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2721622414_jpg.rf.b6ea7115dc9dad328fa604328af02548.jpg
2724877420_jpg.rf.79fdc5b8558b5adf6851c36095983c5a.jpg,shell,267,204,285,228,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2724877420_jpg.rf.79fdc5b8558b5adf6851c36095983c5a.jpg
2725260150_jpg.rf.750979b5d5f431830eb5432ca8c2169e.jpg,nvidia,208,351,289,426,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2725260150_jpg.rf.750979b5d5f431830eb5432ca8c2169e.jpg
2725772074_jpg.rf.803ed68d91358fba5d45c9f85e5d83e3.jpg,bmw,152,136,368,320,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2725772074_jpg.rf.803ed68d91358fba5d45c9f85e5d83e3.jpg
2725772074_jpg.rf.803ed68d91358fba5d45c9f85e5d83e3.jpg,bmw,414,3,625,148,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2725772074_jpg.rf.803ed68d91358fba5d45c9f85e5d83e3.jpg
2725772074_jpg.rf.803ed68d91358fba5d45c9f85e5d83e3.jpg,bmw,115,385,372,629,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2725772074_jpg.rf.803ed68d91358fba5d45c9f85e5d83e3.jpg
2725772074_jpg.rf.803ed68d91358fba5d45c9f85e5d83e3.jpg,bmw,413,202,640,414,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2725772074_jpg.rf.803ed68d91358fba5d45c9f85e5d83e3.jpg
2725772074_jpg.rf.803ed68d91358fba5d45c9f85e5d83e3.jpg,bmw,432,476,640,640,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2725772074_jpg.rf.803ed68d91358fba5d45c9f85e5d83e3.jpg
2727011109_jpg.rf.11a9cdd2aead414441089fc08f0027a8.jpg,esso,225,246,409,346,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2727011109_jpg.rf.11a9cdd2aead414441089fc08f0027a8.jpg
2727505443_jpg.rf.e26bf03a3c64593f4878775b0b6f0730.jpg,HP,405,41,522,237,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2727505443_jpg.rf.e26bf03a3c64593f4878775b0b6f0730.jpg
2727516324_jpg.rf.0a33b7e3b61e0464f691337834bb8f10.jpg,shell,219,202,439,494,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2727516324_jpg.rf.0a33b7e3b61e0464f691337834bb8f10.jpg
2727802511_jpg.rf.64fbfc8619ba9548cc259f21d6ff0142.jpg,google,44,69,578,361,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2727802511_jpg.rf.64fbfc8619ba9548cc259f21d6ff0142.jpg
2727836638_jpg.rf.c32cf7f767946e8161d6fab281f7c5cf.jpg,esso,209,328,325,399,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2727836638_jpg.rf.c32cf7f767946e8161d6fab281f7c5cf.jpg
2728967283_jpg.rf.e8e307add74b2af1dda8e5d9af6dae70.jpg,dhl,408,76,570,246,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2728967283_jpg.rf.e8e307add74b2af1dda8e5d9af6dae70.jpg
2728967283_jpg.rf.e8e307add74b2af1dda8e5d9af6dae70.jpg,dhl,96,399,159,472,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2728967283_jpg.rf.e8e307add74b2af1dda8e5d9af6dae70.jpg
2729015448_jpg.rf.de25008323f4647c4b2748adf34ccebf.jpg,google,50,73,590,379,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2729015448_jpg.rf.de25008323f4647c4b2748adf34ccebf.jpg
2730777886_jpg.rf.00b844d80acb089bab8fee7ae12bc4cf.jpg,pepsi,294,81,403,244,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2730777886_jpg.rf.00b844d80acb089bab8fee7ae12bc4cf.jpg
2734722306_jpg.rf.f0ebf82b8d637512ed524f23a80afd93.jpg,ups,531,183,551,269,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2734722306_jpg.rf.f0ebf82b8d637512ed524f23a80afd93.jpg
2737623316_jpg.rf.a85bae7d89fc4765f417fa20dfb6cdfb.jpg,shell,253,109,392,278,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2737623316_jpg.rf.a85bae7d89fc4765f417fa20dfb6cdfb.jpg
2737723534_jpg.rf.31c1088839e3bf8f2557c06364e83e1d.jpg,chimay,146,393,282,540,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2737723534_jpg.rf.31c1088839e3bf8f2557c06364e83e1d.jpg
2737723534_jpg.rf.31c1088839e3bf8f2557c06364e83e1d.jpg,chimay,280,388,411,545,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2737723534_jpg.rf.31c1088839e3bf8f2557c06364e83e1d.jpg
2737723534_jpg.rf.31c1088839e3bf8f2557c06364e83e1d.jpg,chimay,416,395,548,557,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2737723534_jpg.rf.31c1088839e3bf8f2557c06364e83e1d.jpg
2739332234_jpg.rf.0e5f86d8640dcc4da11f613955d4abca.jpg,guiness,66,91,582,273,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2739332234_jpg.rf.0e5f86d8640dcc4da11f613955d4abca.jpg
2740479548_jpg.rf.ab9cb133b4d5d1d1ecb3562096516ea0.jpg,apple,251,223,398,441,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2740479548_jpg.rf.ab9cb133b4d5d1d1ecb3562096516ea0.jpg
2741756515_jpg.rf.116418d1dbf5542b7cbe5d0ebca99dfb.jpg,fedex,160,154,230,255,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2741756515_jpg.rf.116418d1dbf5542b7cbe5d0ebca99dfb.jpg
2747678340_jpg.rf.fab72f52f9afe39fb19cb4347c47fc15.jpg,becks,103,380,196,571,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2747678340_jpg.rf.fab72f52f9afe39fb19cb4347c47fc15.jpg
2747678340_jpg.rf.fab72f52f9afe39fb19cb4347c47fc15.jpg,becks,439,362,510,540,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2747678340_jpg.rf.fab72f52f9afe39fb19cb4347c47fc15.jpg
2747678340_jpg.rf.fab72f52f9afe39fb19cb4347c47fc15.jpg,becks,574,357,603,507,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2747678340_jpg.rf.fab72f52f9afe39fb19cb4347c47fc15.jpg
2747678340_jpg.rf.fab72f52f9afe39fb19cb4347c47fc15.jpg,becks,299,382,327,523,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2747678340_jpg.rf.fab72f52f9afe39fb19cb4347c47fc15.jpg
2749741174_jpg.rf.fd242bd26e1f3ee1aa1ff5970e69e844.jpg,esso,260,243,341,318,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2749741174_jpg.rf.fd242bd26e1f3ee1aa1ff5970e69e844.jpg
2751889581_jpg.rf.cd10b3a71f9ae6cd67c7f295d7d53a11.jpg,chimay,326,223,466,436,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2751889581_jpg.rf.cd10b3a71f9ae6cd67c7f295d7d53a11.jpg
2752302504_jpg.rf.0a2a347036ac01e3e3c6dc2a18e9b694.jpg,nvidia,570,97,604,132,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2752302504_jpg.rf.0a2a347036ac01e3e3c6dc2a18e9b694.jpg
2755662811_jpg.rf.7d5ac45ec5627d64b3c3f2cba44b3b92.jpg,guiness,59,337,156,411,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2755662811_jpg.rf.7d5ac45ec5627d64b3c3f2cba44b3b92.jpg
2755662811_jpg.rf.7d5ac45ec5627d64b3c3f2cba44b3b92.jpg,guiness,191,309,287,381,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2755662811_jpg.rf.7d5ac45ec5627d64b3c3f2cba44b3b92.jpg
2755662811_jpg.rf.7d5ac45ec5627d64b3c3f2cba44b3b92.jpg,guiness,370,255,430,310,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2755662811_jpg.rf.7d5ac45ec5627d64b3c3f2cba44b3b92.jpg
2755662811_jpg.rf.7d5ac45ec5627d64b3c3f2cba44b3b92.jpg,guiness,524,317,580,371,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2755662811_jpg.rf.7d5ac45ec5627d64b3c3f2cba44b3b92.jpg
2756772362_jpg.rf.14d8e5f1136720ab36843f4b3fa9aa0c.jpg,rittersport,480,330,562,397,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2756772362_jpg.rf.14d8e5f1136720ab36843f4b3fa9aa0c.jpg
2760182874_jpg.rf.8e9bd79ba32c138f7a4c8f480c032720.jpg,chimay,136,331,467,537,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2760182874_jpg.rf.8e9bd79ba32c138f7a4c8f480c032720.jpg
2761267024_jpg.rf.9ce8acbbf52b4ada2b24b79a19744d9b.jpg,dhl,169,259,442,330,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2761267024_jpg.rf.9ce8acbbf52b4ada2b24b79a19744d9b.jpg
2764843468_jpg.rf.fe668afb3bac12b971cf678450b7e492.jpg,singha,304,358,538,567,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2764843468_jpg.rf.fe668afb3bac12b971cf678450b7e492.jpg
2767715128_jpg.rf.a0331d291c74fdd2d338099c3f965010.jpg,aldi,183,134,279,257,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2767715128_jpg.rf.a0331d291c74fdd2d338099c3f965010.jpg
2767715128_jpg.rf.a0331d291c74fdd2d338099c3f965010.jpg,aldi,389,130,540,284,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2767715128_jpg.rf.a0331d291c74fdd2d338099c3f965010.jpg
2767715128_jpg.rf.a0331d291c74fdd2d338099c3f965010.jpg,aldi,479,372,521,414,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2767715128_jpg.rf.a0331d291c74fdd2d338099c3f965010.jpg
2768421236_jpg.rf.c5cb72912cc01ed7d1c7305b53cd19ff.jpg,stellaartois,297,254,614,418,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2768421236_jpg.rf.c5cb72912cc01ed7d1c7305b53cd19ff.jpg
2769032620_jpg.rf.7ffd150c8b8acfbe3b034c29f26718b3.jpg,dhl,108,233,428,350,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2769032620_jpg.rf.7ffd150c8b8acfbe3b034c29f26718b3.jpg
2770419387_jpg.rf.499666ed46658dfb1fba4b8834ffcb51.jpg,chimay,41,353,261,475,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2770419387_jpg.rf.499666ed46658dfb1fba4b8834ffcb51.jpg
2770419387_jpg.rf.499666ed46658dfb1fba4b8834ffcb51.jpg,chimay,300,235,600,300,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2770419387_jpg.rf.499666ed46658dfb1fba4b8834ffcb51.jpg
2777417879_jpg.rf.fbe783f014dddb4b1638316df0090801.jpg,heineken,415,288,556,462,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2777417879_jpg.rf.fbe783f014dddb4b1638316df0090801.jpg
2777969161_jpg.rf.def63bb7e4ee5b80b4099141206013ac.jpg,stellaartois,372,260,462,491,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2777969161_jpg.rf.def63bb7e4ee5b80b4099141206013ac.jpg
2778897883_jpg.rf.55d2de41f5515c694671147d5c0d3284.jpg,paulaner,259,385,326,436,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2778897883_jpg.rf.55d2de41f5515c694671147d5c0d3284.jpg
2778897883_jpg.rf.55d2de41f5515c694671147d5c0d3284.jpg,paulaner,282,170,328,205,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2778897883_jpg.rf.55d2de41f5515c694671147d5c0d3284.jpg
2787253217_jpg.rf.2be244e0a73371626fd22312284f8ae8.jpg,tsingtao,220,370,395,554,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2787253217_jpg.rf.2be244e0a73371626fd22312284f8ae8.jpg
2787369411_jpg.rf.d8edb7dc1d7809c90ab21840fc3d98cd.jpg,guiness,133,193,489,353,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2787369411_jpg.rf.d8edb7dc1d7809c90ab21840fc3d98cd.jpg
2787896990_jpg.rf.c414bdc633d0de01bca90d8c19a3d710.jpg,dhl,334,337,473,383,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2787896990_jpg.rf.c414bdc633d0de01bca90d8c19a3d710.jpg
2789662807_jpg.rf.aa396e3720488b66cdd779718ac05f8d.jpg,bmw,201,144,473,505,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2789662807_jpg.rf.aa396e3720488b66cdd779718ac05f8d.jpg
2790511610_jpg.rf.0c5890aa3c0c158d14b0612893503d2b.jpg,bmw,159,100,475,510,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2790511610_jpg.rf.0c5890aa3c0c158d14b0612893503d2b.jpg
2790512844_jpg.rf.37b8d6a583427703d9bc382be685478e.jpg,bmw,112,13,480,622,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2790512844_jpg.rf.37b8d6a583427703d9bc382be685478e.jpg
2794165604_jpg.rf.dda0504c9b75bd1e33ba6ee6c56bc243.jpg,stellaartois,129,207,534,406,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2794165604_jpg.rf.dda0504c9b75bd1e33ba6ee6c56bc243.jpg
2794377093_jpg.rf.416c81a0e4f0e7fb1725b141a4aedf77.jpg,carlsberg,393,173,447,218,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2794377093_jpg.rf.416c81a0e4f0e7fb1725b141a4aedf77.jpg
2794377093_jpg.rf.416c81a0e4f0e7fb1725b141a4aedf77.jpg,carlsberg,334,357,466,532,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2794377093_jpg.rf.416c81a0e4f0e7fb1725b141a4aedf77.jpg
2795236586_jpg.rf.6f7a76dfcc9e1477fba953c97462e570.jpg,apple,260,228,385,417,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2795236586_jpg.rf.6f7a76dfcc9e1477fba953c97462e570.jpg
2796929989_jpg.rf.91444bf699d87ccaec6cbb4e0fd9f9cc.jpg,chimay,2,240,147,401,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2796929989_jpg.rf.91444bf699d87ccaec6cbb4e0fd9f9cc.jpg
2799880212_jpg.rf.f43cfdab34dd27f1a2abde091953ba93.jpg,dhl,119,33,410,119,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2799880212_jpg.rf.f43cfdab34dd27f1a2abde091953ba93.jpg
279995280_jpg.rf.9857f15233fb06a94fca4dd81b593ecf.jpg,heineken,267,342,396,601,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/279995280_jpg.rf.9857f15233fb06a94fca4dd81b593ecf.jpg
2805576799_jpg.rf.cf379961caea1540cc7ff3cd4075d075.jpg,dhl,378,200,468,299,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2805576799_jpg.rf.cf379961caea1540cc7ff3cd4075d075.jpg
2805576799_jpg.rf.cf379961caea1540cc7ff3cd4075d075.jpg,dhl,164,185,337,240,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2805576799_jpg.rf.cf379961caea1540cc7ff3cd4075d075.jpg
2808778425_jpg.rf.abd0605e8c62b5e4b1d38c579e1bf8a5.jpg,chimay,426,247,547,398,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2808778425_jpg.rf.abd0605e8c62b5e4b1d38c579e1bf8a5.jpg
2809625882_jpg.rf.aa31ce93495c5ed976f5c836958f6f88.jpg,chimay,415,236,536,387,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2809625882_jpg.rf.aa31ce93495c5ed976f5c836958f6f88.jpg
2810064722_jpg.rf.177a5bbeeb6450fd33a3cd71658b31fa.jpg,dhl,232,250,317,308,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2810064722_jpg.rf.177a5bbeeb6450fd33a3cd71658b31fa.jpg
2810064722_jpg.rf.177a5bbeeb6450fd33a3cd71658b31fa.jpg,dhl,442,236,520,272,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2810064722_jpg.rf.177a5bbeeb6450fd33a3cd71658b31fa.jpg
2810064722_jpg.rf.177a5bbeeb6450fd33a3cd71658b31fa.jpg,dhl,211,339,228,355,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2810064722_jpg.rf.177a5bbeeb6450fd33a3cd71658b31fa.jpg
2811049912_jpg.rf.b7a9772de201476bc1f10a40ec743ab7.jpg,aldi,282,127,426,396,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2811049912_jpg.rf.b7a9772de201476bc1f10a40ec743ab7.jpg
2811049912_jpg.rf.b7a9772de201476bc1f10a40ec743ab7.jpg,aldi,525,472,546,508,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2811049912_jpg.rf.b7a9772de201476bc1f10a40ec743ab7.jpg
2815000576_jpg.rf.9f5dc4872ed27b8e1dd40a4850083349.jpg,tsingtao,198,293,409,558,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2815000576_jpg.rf.9f5dc4872ed27b8e1dd40a4850083349.jpg
2816971132_jpg.rf.137ae5851b0385d41f25f04922344532.jpg,bmw,190,185,448,440,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2816971132_jpg.rf.137ae5851b0385d41f25f04922344532.jpg
2822544964_jpg.rf.30503d71daeafcc1bdae8a2bb6f8794d.jpg,cocacola,65,7,389,628,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2822544964_jpg.rf.30503d71daeafcc1bdae8a2bb6f8794d.jpg
283492476_jpg.rf.fc70eeb79049c0cd2d956b2d4fac79f7.jpg,carlsberg,50,298,304,506,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/283492476_jpg.rf.fc70eeb79049c0cd2d956b2d4fac79f7.jpg
283501736_jpg.rf.26495cbddb2de512dd18afd3ad5ece24.jpg,carlsberg,99,163,571,576,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/283501736_jpg.rf.26495cbddb2de512dd18afd3ad5ece24.jpg
2835769712_jpg.rf.4b5f15055f6dfb3241e2b4f3872404f0.jpg,rittersport,108,426,178,534,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2835769712_jpg.rf.4b5f15055f6dfb3241e2b4f3872404f0.jpg
2835769712_jpg.rf.4b5f15055f6dfb3241e2b4f3872404f0.jpg,rittersport,106,258,178,345,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/2835769712_jpg.rf.4b5f15055f6dfb3241e2b4f3872404f0.jpg
